Donation Indicator,Donation Frequency,Average Donation,Digital Engagement Score,Last Donation Recency,Donation Amount Predicted,Wealth Index,Event Participation,DonorID,axio_segment_number
True,7,43.66,76,2,143.66,100,High,43987,6
True,10,33.72,54,1,56.94,72,High,43988,6
True,8,45.7,64,7,107.7,30,Medium,43989,6
True,10,46.14,76,3,53.38,11,High,43990,6
True,11,32.03,59,1,33.94,13,High,43991,6
True,6,40.69,67,8,75.34,62,Medium,43992,6
True,6,32.01,93,3,43.84,35,High,43993,6
True,10,42.54,75,3,206.49,94,Medium,43994,6
True,9,44.1,51,1,142.03,17,High,43995,6
True,6,33.66,98,3,73.6,89,High,43996,6
True,7,34.77,69,7,80.58,18,Medium,43997,6
True,4,40.08,50,1,80.34,19,Low,43998,6
True,5,36.95,75,4,102.16,86,High,43999,6
True,9,45.75,92,0,124.99,94,Medium,44000,6
True,10,39.09,96,2,51.31,63,High,44001,6
True,11,46.14,97,7,91.07,39,High,44002,6
True,7,30.19,66,4,81.51,85,High,44003,6
True,11,38.55,60,3,96.11,43,High,44004,6
True,10,45.58,55,3,49.47,88,High,44005,6
True,7,31.88,85,1,66.16,86,High,44006,6
True,10,30.03,100,6,31.04,42,High,44007,6
True,10,32.58,80,3,155.52,56,Medium,44008,6
True,9,39.91,72,2,69.08,56,High,44009,6
True,9,45.54,85,5,89.65,10,High,44010,6
True,10,31.26,66,6,31.21,36,High,44011,6
True,7,46.88,97,2,97.83,37,High,44012,6
True,5,40.33,66,1,71.74,90,Low,44013,6
True,10,47.31,65,4,30.44,86,High,44014,6
True,6,30.03,76,3,73.57,68,High,44015,6
True,7,36.82,56,1,75.24,72,High,44016,6
True,5,48.2,54,3,34.24,63,Medium,44017,6
True,10,39.09,95,3,61.66,15,High,44018,6
True,7,44.73,73,9,40.62,3,Medium,44019,6
True,9,43.21,50,7,98.31,6,Medium,44020,6
True,6,37.3,54,9,60.85,83,Medium,44021,6
True,12,45.57,75,4,52.48,97,High,44022,6
True,7,42.67,51,2,84.71,3,High,44023,6
True,5,33.58,71,3,72.51,78,High,44024,6
True,6,47.12,56,3,108.91,80,High,44025,6
True,8,42.12,97,9,168.11,9,Medium,44026,6
True,6,35.02,96,1,35.99,10,Medium,44027,6
True,7,36.81,56,2,41.65,75,Medium,44028,6
True,9,39.25,68,1,123.55,78,Medium,44029,6
True,8,40.24,50,4,43.24,95,Medium,44030,6
True,8,36.63,98,3,51.83,90,Medium,44031,6
True,8,46.14,67,1,31.62,67,Medium,44032,6
True,5,47.99,68,1,119.73,86,High,44033,6
True,10,47.97,56,4,276.53,49,High,44034,6
True,7,30.31,88,1,83.51,66,High,44035,6
True,7,46.48,85,5,89.75,59,Medium,44036,6
True,8,43.51,99,4,99.64,30,Medium,44037,6
True,8,43.96,71,1,86.68,38,Medium,44038,6
True,8,40.69,59,2,67.14,0,High,44039,6
True,12,45.25,99,1,138.77,20,High,44040,6
True,4,46.31,94,2,85.35,7,Low,44041,6
True,8,34.79,89,2,70.11,12,High,44042,6
True,9,30.8,52,9,49.98,53,Medium,44043,6
True,5,38.96,91,5,184.92,94,High,44044,6
True,11,35.1,69,5,82.93,39,High,44045,6
True,4,34.48,51,1,159.79,38,Medium,44046,6
True,6,30.52,73,5,49.8,39,High,44047,6
True,6,40.58,58,5,116.03,85,Medium,44048,6
True,8,34.2,83,3,44.03,26,Medium,44049,6
True,9,38.95,89,9,85.28,87,Medium,44050,6
True,12,34.77,100,6,71.76,24,High,44051,6
True,10,33.9,98,1,66.86,17,Medium,44052,6
True,8,30.39,62,5,82.86,74,High,44053,6
True,6,48.6,82,1,75.55,40,Medium,44054,6
True,12,45.88,86,1,68.17,0,High,44055,6
True,9,35.66,63,4,37.38,38,Medium,44056,6
True,9,38.5,87,4,67.98,62,High,44057,6
True,8,32.6,82,7,45.89,8,High,44058,6
True,14,42.7,74,2,53.37,26,High,44059,6
True,9,34.51,91,4,64.15,56,High,44060,6
True,5,48.62,59,2,88.77,33,High,44061,6
True,6,41.9,97,7,35.16,100,High,44062,6
True,6,45.67,100,1,75.39,38,High,44063,6
True,10,48.9,72,5,75.08,63,High,44064,6
True,10,40.47,71,0,84.52,60,High,44065,6
True,7,48.51,75,2,51.24,77,Medium,44066,6
True,9,32.5,79,1,80.63,95,Medium,44067,6
True,6,40.18,58,4,63.1,33,Medium,44068,6
True,12,43.07,66,1,99.93,14,High,44069,6
True,9,42.34,85,5,33.55,21,High,44070,6
True,8,37.98,81,6,64.75,58,High,44071,6
True,8,48.97,92,6,44.8,54,Medium,44072,6
True,9,48.34,64,3,53.09,2,High,44073,6
True,8,32.46,89,5,111.35,37,Medium,44074,6
True,13,48.64,95,3,119.66,87,High,44075,6
True,8,33.68,80,6,70.87,92,Medium,44076,6
True,10,36.93,69,1,154.89,86,Medium,44077,6
True,5,32.63,50,3,83.17,70,High,44078,6
True,7,40.39,51,4,128.5,43,High,44079,6
True,5,40.48,72,6,44.28,19,Low,44080,6
True,9,45.71,100,5,59.44,20,High,44081,6
True,11,39.0,92,5,223.54,24,High,44082,6
True,5,41.24,74,5,161.07,81,Low,44083,6
True,7,48.68,74,1,41.96,51,High,44084,6
True,6,42.5,99,2,75.6,87,High,44085,6
True,6,34.0,60,1,113.71,21,High,44086,6
True,9,40.68,88,3,66.66,89,Medium,44087,6
True,11,44.12,56,2,165.17,24,High,44088,6
True,6,47.23,93,3,103.11,88,Medium,44089,6
True,4,35.48,78,0,67.78,11,Low,44090,6
True,7,30.93,62,1,41.43,6,High,44091,6
True,3,47.28,84,2,83.18,49,Low,44092,6
True,9,43.18,91,7,90.77,80,Medium,44093,6
True,8,40.52,74,1,62.98,57,Medium,44094,6
True,10,46.7,94,2,64.79,86,High,44095,6
True,11,35.48,62,2,65.5,86,High,44096,6
True,6,36.16,96,7,71.94,31,High,44097,6
True,10,30.97,59,3,50.63,59,High,44098,6
True,5,36.5,72,4,121.02,99,High,44099,6
True,6,40.18,77,6,38.41,79,High,44100,6
True,9,34.83,56,5,48.3,74,Medium,44101,6
True,10,30.23,71,3,115.7,70,Medium,44102,6
True,10,40.67,82,7,52.39,88,High,44103,6
True,4,32.85,85,4,51.97,75,Medium,44104,6
True,6,45.45,88,3,40.0,4,High,44105,6
True,9,41.96,50,1,81.62,17,Medium,44106,6
True,9,38.8,66,4,39.37,15,High,44107,6
True,12,47.61,67,5,36.44,62,High,44108,6
True,4,42.38,57,8,34.09,47,Low,44109,6
True,7,40.95,56,2,31.35,90,Medium,44110,6
True,2,48.47,77,1,124.05,96,Medium,44111,6
True,6,38.64,98,2,80.96,24,Medium,44112,6
True,10,35.94,99,1,116.31,14,High,44113,6
True,6,31.85,81,2,56.53,64,Medium,44114,6
True,12,35.33,100,7,98.65,4,High,44115,6
True,10,35.99,98,8,125.33,15,High,44116,6
True,6,44.82,84,4,42.46,58,Medium,44117,6
True,10,44.71,52,1,33.24,15,Medium,44118,6
True,4,41.89,87,4,43.64,90,Low,44119,6
True,13,37.68,61,3,52.27,86,High,44120,6
True,6,40.76,85,3,48.44,60,High,44121,6
True,8,40.54,93,3,52.57,62,Medium,44122,6
True,10,47.86,86,1,34.55,4,High,44123,6
True,9,32.14,91,4,54.59,18,Medium,44124,6
True,7,44.11,50,3,54.88,51,Medium,44125,6
True,5,44.88,58,4,42.97,14,High,44126,6
True,7,36.92,73,2,90.08,79,High,44127,6
True,4,40.33,67,4,83.38,19,Low,44128,6
True,10,40.75,100,1,48.24,83,High,44129,6
True,7,37.0,70,1,99.11,37,High,44130,6
True,9,35.62,71,2,69.53,82,High,44131,6
True,10,39.65,94,5,133.86,44,Medium,44132,6
True,8,41.58,86,3,174.37,38,Medium,44133,6
True,8,35.28,54,2,34.97,33,High,44134,6
True,4,45.08,50,1,59.29,43,Medium,44135,6
True,10,39.81,67,1,35.8,38,High,44136,6
True,11,41.74,80,4,93.98,80,High,44137,6
True,8,45.09,93,6,133.07,33,High,44138,6
True,9,47.65,58,5,65.39,35,High,44139,6
True,8,46.78,97,2,62.25,80,Medium,44140,6
True,7,34.31,64,1,54.7,41,Medium,44141,6
True,6,48.03,92,2,39.53,84,High,44142,6
True,4,35.73,58,1,30.07,5,Medium,44143,6
True,6,33.38,50,5,198.23,1,High,44144,6
True,6,37.59,51,1,83.21,97,Medium,44145,6
True,7,30.95,58,3,112.54,28,Medium,44146,6
True,10,31.75,62,4,34.72,39,Medium,44147,6
True,10,37.49,77,4,98.74,34,Medium,44148,6
True,15,31.88,56,3,127.1,98,High,44149,6
True,8,32.21,79,2,35.68,42,Medium,44150,6
True,6,30.82,100,2,40.74,57,High,44151,6
True,7,42.17,100,1,86.11,49,Medium,44152,6
True,9,40.68,61,1,70.05,93,High,44153,6
True,10,48.92,74,4,51.77,71,High,44154,6
True,10,40.46,89,9,66.99,65,Medium,44155,6
True,6,41.38,61,2,63.54,30,Medium,44156,6
True,8,37.66,60,2,98.99,81,High,44157,6
True,5,46.9,72,7,39.72,51,Low,44158,6
True,9,41.36,68,3,53.65,19,High,44159,6
True,10,40.94,96,6,81.68,55,Medium,44160,6
True,5,43.1,72,2,59.81,36,Low,44161,6
True,10,34.87,84,4,32.52,7,High,44162,6
True,8,36.0,66,3,105.24,99,Medium,44163,6
True,9,36.98,84,7,191.18,80,Medium,44164,6
True,11,35.15,87,1,43.97,28,High,44165,6
True,9,43.09,69,2,45.68,67,High,44166,6
True,9,39.85,75,2,215.17,58,Medium,44167,6
True,6,32.29,65,3,41.04,100,High,44168,6
True,4,36.04,57,2,100.83,91,Medium,44169,6
True,7,47.53,67,3,43.36,0,Medium,44170,6
True,8,43.09,51,1,59.08,25,Medium,44171,6
True,4,36.3,85,0,125.54,43,Medium,44172,6
True,6,47.79,73,4,68.65,78,High,44173,6
True,14,32.9,51,4,94.05,19,High,44174,6
True,5,36.02,96,3,68.85,26,High,44175,6
True,10,46.9,51,1,56.41,72,High,44176,6
True,10,33.63,88,1,54.17,56,Medium,44177,6
True,10,36.75,55,3,74.48,68,Medium,44178,6
True,13,34.93,59,5,85.61,15,High,44179,6
True,10,34.84,58,3,94.69,3,Medium,44180,6
True,7,38.85,76,2,36.43,79,High,44181,6
True,8,48.13,73,2,68.41,36,High,44182,6
True,5,35.1,92,1,56.48,38,Low,44183,6
True,9,35.0,84,5,33.11,16,Medium,44184,6
True,9,48.69,66,2,218.66,47,High,44185,6
True,7,48.93,75,2,32.15,32,High,44186,6
True,6,45.37,77,1,44.7,39,High,44187,6
True,5,33.95,50,4,74.16,54,High,44188,6
True,10,31.12,58,6,56.62,24,High,44189,6
True,9,41.41,55,1,36.82,15,High,44190,6
True,8,30.76,62,2,61.48,63,High,44191,6
True,10,44.79,60,5,53.36,10,Medium,44192,6
True,10,48.48,70,3,65.23,37,Medium,44193,6
True,10,45.76,67,2,107.1,55,Medium,44194,6
True,8,43.78,65,1,61.81,23,Medium,44195,6
True,13,48.12,50,3,152.68,22,High,44196,6
True,10,34.09,67,1,177.68,20,Medium,44197,6
True,10,33.57,62,3,125.3,26,Medium,44198,6
True,6,32.64,61,9,67.99,72,Medium,44199,6
True,9,47.85,91,1,34.44,25,Medium,44200,6
True,5,36.46,97,7,63.31,17,High,44201,6
True,2,39.01,56,3,36.99,44,None,44202,6
True,10,34.86,85,5,53.54,60,High,44203,6
True,8,36.04,78,1,100.32,93,High,44204,6
True,9,47.32,52,2,58.6,24,Medium,44205,6
True,10,47.57,83,3,66.57,51,Medium,44206,6
True,10,42.38,93,1,73.87,55,High,44207,6
True,4,39.77,63,1,44.4,36,Medium,44208,6
True,6,31.73,52,4,46.96,8,High,44209,6
True,5,39.02,93,2,141.07,67,High,44210,6
True,7,38.33,100,1,42.26,99,High,44211,6
True,9,30.89,93,1,70.07,72,High,44212,6
True,6,30.27,57,3,52.4,8,High,44213,6
True,10,47.97,67,3,30.9,65,Medium,44214,6
True,8,37.11,74,0,143.51,30,High,44215,6
True,7,36.52,56,3,117.51,78,High,44216,6
True,10,43.34,73,4,59.4,26,Medium,44217,6
True,6,46.27,86,4,65.25,56,Medium,44218,6
True,8,45.47,79,4,32.61,33,Medium,44219,6
True,7,45.61,85,2,74.96,100,High,44220,6
True,9,37.38,87,0,47.79,61,Medium,44221,6
True,3,47.5,68,3,138.11,97,Low,44222,6
True,8,34.0,89,4,151.04,27,High,44223,6
True,5,34.38,79,2,166.16,37,Medium,44224,6
True,7,35.05,66,5,119.18,90,High,44225,6
True,13,42.76,70,7,50.5,76,High,44226,6
True,11,43.01,60,8,42.23,6,High,44227,6
True,9,41.69,95,5,72.2,46,Medium,44228,6
True,7,31.82,57,3,34.97,57,High,44229,6
True,8,40.95,89,3,93.33,30,Medium,44230,6
True,10,37.71,63,2,40.5,22,Medium,44231,6
True,10,33.19,67,1,61.71,13,High,44232,6
True,6,30.36,95,2,52.32,25,Medium,44233,6
True,6,35.83,95,2,82.88,80,High,44234,6
True,6,46.37,85,1,38.95,61,High,44235,6
True,8,32.15,80,1,53.06,38,Medium,44236,6
True,11,35.32,91,1,37.97,42,High,44237,6
True,9,43.71,87,4,67.37,24,Medium,44238,6
True,5,33.12,59,0,60.35,76,Low,44239,6
True,5,32.37,92,1,177.0,33,Low,44240,6
True,6,42.77,94,1,71.3,73,Medium,44241,6
True,8,43.81,71,6,77.89,42,Medium,44242,6
True,6,43.83,78,4,82.33,77,High,44243,6
True,7,36.3,97,9,50.34,68,Medium,44244,6
True,14,48.67,95,2,152.25,74,High,44245,6
True,11,39.06,53,6,49.55,66,High,44246,6
True,8,37.32,68,5,56.83,75,Medium,44247,6
True,13,30.64,69,2,51.11,64,High,44248,6
True,6,36.46,54,2,36.1,60,High,44249,6
True,4,47.31,53,1,144.26,18,Low,44250,6
True,7,36.39,84,8,35.11,3,High,44251,6
True,8,34.16,100,1,146.3,42,Medium,44252,6
True,12,42.35,85,2,130.28,1,High,44253,6
True,3,34.07,88,3,46.48,3,Medium,44254,6
True,9,30.07,66,1,45.36,3,High,44255,6
True,6,44.02,84,7,133.26,90,High,44256,6
True,7,35.92,87,3,83.13,98,High,44257,6
True,10,33.52,80,3,105.27,46,Medium,44258,6
True,8,36.4,92,2,40.59,97,High,44259,6
True,6,42.68,56,1,42.4,18,Medium,44260,6
True,10,43.23,70,1,59.62,28,Medium,44261,6
True,5,45.17,89,3,38.57,63,Low,44262,6
True,9,36.5,60,4,57.85,43,High,44263,6
True,6,35.46,50,1,33.91,95,High,44264,6
True,8,35.05,57,5,96.02,17,Medium,44265,6
True,10,35.18,50,3,106.43,68,High,44266,6
True,10,47.22,50,0,61.08,64,Medium,44267,6
True,6,37.65,92,2,63.18,99,Medium,44268,6
True,7,47.18,84,2,72.14,18,Medium,44269,6
True,7,33.39,100,3,52.94,55,Medium,44270,6
True,8,30.83,64,2,67.33,41,High,44271,6
True,13,31.92,76,4,30.47,3,High,44272,6
True,6,46.41,77,3,36.71,53,High,44273,6
True,14,42.47,53,4,128.16,68,High,44274,6
True,5,39.5,70,5,70.05,10,High,44275,6
True,3,42.44,85,1,42.71,59,Medium,44276,6
True,6,45.14,61,3,54.52,84,High,44277,6
True,9,38.7,65,2,277.37,89,High,44278,6
True,8,48.58,64,3,46.24,54,Medium,44279,6
True,10,45.08,57,2,149.89,93,High,44280,6
True,8,30.41,73,2,73.55,83,Medium,44281,6
True,9,42.9,75,4,120.51,24,Medium,44282,6
True,11,48.64,80,2,61.54,40,High,44283,6
True,9,40.95,56,1,66.83,59,High,44284,6
True,6,36.0,57,0,49.22,94,High,44285,6
True,8,35.46,87,3,89.95,69,High,44286,6
True,11,32.19,59,3,30.37,3,High,44287,6
True,3,43.33,62,1,99.2,82,Medium,44288,6
True,12,37.08,86,3,63.74,11,High,44289,6
True,5,45.67,95,1,30.76,24,Medium,44290,6
True,6,48.8,52,4,44.95,77,Medium,44291,6
True,6,45.98,77,6,38.23,16,Medium,44292,6
True,6,45.57,86,1,97.23,15,Medium,44293,6
True,4,33.89,59,2,113.2,9,Low,44294,6
True,5,46.55,100,1,84.41,47,Medium,44295,6
True,3,40.51,96,3,65.81,95,Medium,44296,6
True,9,44.29,100,4,60.6,0,Medium,44297,6
True,7,35.64,71,0,57.04,61,High,44298,6
True,6,47.19,87,2,133.41,48,High,44299,6
True,8,41.89,59,7,137.7,89,Medium,44300,6
True,7,43.21,55,4,53.11,79,High,44301,6
True,8,44.21,62,2,67.36,52,Medium,44302,6
True,8,44.22,72,1,80.83,24,High,44303,6
True,12,34.12,55,3,110.53,88,High,44304,6
True,7,46.91,63,3,54.82,63,Medium,44305,6
True,9,37.98,68,0,126.35,4,Medium,44306,6
True,10,36.53,90,2,33.12,72,High,44307,6
True,14,39.01,67,6,122.61,27,High,44308,6
True,10,42.1,55,6,65.47,48,Medium,44309,6
True,9,48.81,93,2,76.92,16,Medium,44310,6
True,2,47.88,89,4,101.42,73,None,44311,6
True,8,34.64,56,1,91.51,8,Medium,44312,6
True,7,32.8,97,3,36.35,37,High,44313,6
True,7,44.44,56,4,194.55,38,Medium,44314,6
True,6,43.96,83,2,69.53,87,High,44315,6
True,11,42.57,55,1,185.14,53,High,44316,6
True,8,32.18,90,7,90.84,69,Medium,44317,6
True,6,48.66,66,4,42.16,43,High,44318,6
True,10,33.56,69,2,32.19,23,High,44319,6
True,6,38.36,100,2,42.89,0,High,44320,6
True,6,34.48,95,6,123.97,7,High,44321,6
True,10,30.69,65,1,57.18,37,High,44322,6
True,12,45.09,90,1,45.23,27,High,44323,6
True,12,48.5,65,7,49.31,87,High,44324,6
True,9,35.48,58,5,42.41,25,High,44325,6
True,6,35.23,94,3,55.42,8,Medium,44326,6
True,4,43.64,67,4,201.84,39,Medium,44327,6
True,10,32.48,80,2,62.27,51,Medium,44328,6
True,9,31.28,59,2,35.0,17,Medium,44329,6
True,8,43.01,82,0,91.68,31,Medium,44330,6
True,9,47.47,76,1,45.97,65,Medium,44331,6
True,8,43.87,87,2,55.0,64,Medium,44332,6
True,6,41.19,66,3,58.58,30,Medium,44333,6
True,14,45.43,68,2,95.41,43,High,44334,6
True,5,43.63,73,2,35.41,58,Medium,44335,6
True,6,41.79,70,6,117.18,48,Medium,44336,6
True,10,44.8,69,5,90.94,97,High,44337,6
True,7,38.91,67,2,41.53,78,High,44338,6
True,10,40.6,88,1,148.44,69,Medium,44339,6
True,7,33.71,70,8,135.99,2,Medium,44340,6
True,9,33.73,95,4,82.36,73,Medium,44341,6
True,8,35.68,77,5,197.92,80,High,44342,6
True,5,40.33,83,3,153.52,49,Medium,44343,6
True,3,41.75,59,1,42.88,27,Low,44344,6
True,9,43.65,87,7,32.29,39,High,44345,6
True,6,48.74,88,5,65.86,11,Medium,44346,6
True,11,46.33,67,5,63.3,10,High,44347,6
True,12,31.08,86,3,91.96,42,High,44348,6
True,5,39.15,57,2,68.26,12,High,44349,6
True,11,37.28,100,3,167.35,80,High,44350,6
True,6,31.66,56,8,40.38,72,Medium,44351,6
True,8,32.44,65,8,166.07,29,Medium,44352,6
True,7,46.83,84,3,74.83,2,Medium,44353,6
True,10,47.47,62,1,65.94,82,High,44354,6
True,6,30.51,75,3,57.86,57,Medium,44355,6
True,10,37.38,53,3,52.0,66,High,44356,6
True,7,40.17,69,4,112.18,39,High,44357,6
True,8,34.06,69,8,85.3,76,High,44358,6
True,7,37.15,80,1,46.54,93,Medium,44359,6
True,13,43.72,57,2,84.72,21,High,44360,6
True,11,45.24,91,0,129.45,41,High,44361,6
True,11,48.1,91,2,70.57,94,High,44362,6
True,6,34.87,85,5,100.86,99,High,44363,6
True,8,30.67,53,1,88.8,74,Medium,44364,6
True,5,45.29,66,3,104.9,22,Medium,44365,6
True,11,32.51,75,1,116.51,78,High,44366,6
True,7,46.63,81,6,39.63,57,High,44367,6
True,7,37.96,95,3,47.28,88,High,44368,6
True,11,34.67,57,1,55.11,76,High,44369,6
True,5,31.19,78,1,52.28,82,Medium,44370,6
True,6,34.42,52,3,108.73,34,High,44371,6
True,4,37.95,60,2,71.86,11,Medium,44372,6
True,7,32.59,64,3,36.58,9,High,44373,6
True,7,32.0,88,3,68.0,44,Medium,44374,6
True,5,44.85,57,2,36.14,74,Medium,44375,6
True,11,43.52,52,1,74.77,37,High,44376,6
True,10,30.18,56,3,115.06,81,Medium,44377,6
True,6,32.62,55,2,86.78,47,High,44378,6
True,4,31.44,91,2,157.73,33,Medium,44379,6
True,3,39.03,87,2,92.27,83,Low,44380,6
True,6,43.25,90,1,44.5,34,High,44381,6
True,8,38.61,74,7,219.73,100,High,44382,6
True,11,40.21,91,4,97.77,47,High,44383,6
True,6,45.15,79,4,56.72,70,High,44384,6
True,6,31.34,58,2,63.97,52,High,44385,6
True,11,37.81,52,5,49.95,94,High,44386,6
True,8,39.03,54,1,55.17,86,Medium,44387,6
True,7,31.18,72,3,71.69,98,High,44388,6
True,10,45.0,64,2,31.05,3,Medium,44389,6
True,9,30.29,57,2,196.05,92,Medium,44390,6
True,8,39.86,81,3,196.78,26,High,44391,6
True,10,37.51,61,6,68.86,35,Medium,44392,6
True,8,46.59,74,2,195.03,54,Medium,44393,6
True,10,45.17,98,5,111.01,51,Medium,44394,6
True,10,33.54,90,6,133.84,28,High,44395,6
True,3,46.7,67,1,280.59,47,Medium,44396,6
True,10,32.72,89,1,60.31,12,High,44397,6
True,10,46.53,62,2,106.27,95,Medium,44398,6
True,6,34.05,80,3,94.72,82,Medium,44399,6
True,12,42.32,76,4,69.69,12,High,44400,6
True,6,42.78,63,4,147.78,80,Medium,44401,6
True,9,41.87,92,2,37.8,55,High,44402,6
True,10,41.66,86,7,60.49,60,High,44403,6
True,8,44.44,57,5,41.77,5,Medium,44404,6
True,7,36.79,63,6,86.16,51,Medium,44405,6
True,7,40.12,97,1,65.42,95,Medium,44406,6
True,10,36.84,98,4,88.71,60,Medium,44407,6
True,9,45.53,58,0,34.97,16,Medium,44408,6
True,11,38.19,52,3,240.48,48,High,44409,6
True,6,48.15,98,2,117.9,9,High,44410,6
True,8,48.97,72,4,33.07,17,Medium,44411,6
True,10,38.1,90,2,163.99,13,Medium,44412,6
True,6,40.1,85,3,99.7,36,Medium,44413,6
True,6,39.17,93,1,126.56,57,High,44414,6
True,10,36.36,58,5,82.68,27,Medium,44415,6
True,8,30.51,66,4,98.01,76,Medium,44416,6
True,14,38.78,78,0,144.95,69,High,44417,6
True,11,36.01,85,3,53.35,22,High,44418,6
True,10,30.24,53,1,44.29,95,Medium,44419,6
True,11,35.47,93,3,35.68,25,High,44420,6
True,6,37.54,69,2,30.43,83,Medium,44421,6
True,4,37.69,86,2,109.73,66,Low,44422,6
True,12,43.57,96,2,40.99,73,High,44423,6
True,4,41.92,59,4,248.94,29,Low,44424,6
True,6,40.31,89,2,106.28,9,High,44425,6
True,8,31.03,93,5,34.63,30,Medium,44426,6
True,11,30.92,50,5,107.9,76,High,44427,6
True,9,39.09,72,2,58.43,76,High,44428,6
True,9,38.96,53,9,68.66,32,High,44429,6
True,6,46.02,70,1,64.14,34,Medium,44430,6
True,6,39.05,100,4,112.74,50,Medium,44431,6
True,4,40.84,70,3,69.47,35,Low,44432,6
True,6,45.61,87,3,37.16,85,Medium,44433,6
True,5,30.6,84,3,113.23,69,Low,44434,6
True,8,30.64,64,7,148.61,40,Medium,44435,6
True,5,31.02,54,4,42.99,5,Low,44436,6
True,7,37.56,58,3,118.28,49,Medium,44437,6
True,10,35.83,84,2,53.96,21,High,44438,6
True,5,36.91,68,1,81.29,48,High,44439,6
True,10,32.87,92,4,133.12,11,High,44440,6
True,7,45.84,72,6,87.8,59,Medium,44441,6
True,3,45.39,59,2,64.01,84,Medium,44442,6
True,6,30.37,95,7,56.2,11,High,44443,6
True,9,43.48,59,2,39.07,100,Medium,44444,6
True,3,42.66,84,1,57.27,48,Medium,44445,6
True,5,33.32,61,4,54.48,15,Medium,44446,6
True,4,32.08,94,1,51.28,53,Low,44447,6
True,6,38.88,60,5,46.48,20,High,44448,6
True,6,30.93,86,3,34.58,98,High,44449,6
True,6,36.0,58,2,72.75,39,High,44450,6
True,7,37.02,56,3,65.05,96,High,44451,6
True,5,42.77,66,6,62.16,69,Medium,44452,6
True,10,39.29,92,4,43.27,28,Medium,44453,6
True,2,34.34,78,6,55.37,7,Low,44454,6
True,14,34.52,76,1,30.78,18,High,44455,6
True,6,45.07,71,3,34.32,77,High,44456,6
True,8,34.26,77,4,84.13,5,Medium,44457,6
True,12,46.07,51,3,80.82,39,High,44458,6
True,7,37.88,77,2,95.74,94,Medium,44459,6
True,6,31.77,96,0,59.3,54,Medium,44460,6
True,5,37.68,50,0,43.3,41,Medium,44461,6
True,7,43.21,50,2,52.34,67,Medium,44462,6
True,6,38.17,72,3,48.65,66,High,44463,6
True,9,36.42,50,3,76.09,46,Medium,44464,6
True,6,42.93,57,5,163.73,59,High,44465,6
True,8,34.34,99,2,64.17,59,High,44466,6
True,7,36.0,65,2,154.35,41,High,44467,6
True,6,41.36,65,4,104.47,40,Medium,44468,6
True,6,32.81,91,1,58.15,37,High,44469,6
True,4,35.92,56,2,191.75,87,Low,44470,6
True,9,47.03,87,2,50.19,63,Medium,44471,6
True,10,36.77,83,3,63.07,99,Medium,44472,6
True,6,31.54,83,0,73.48,64,Medium,44473,6
True,5,38.13,56,1,39.92,81,Low,44474,6
True,15,43.06,59,2,34.96,22,High,44475,6
True,6,37.69,93,2,48.23,9,Medium,44476,6
True,9,34.2,98,5,59.11,78,Medium,44477,6
True,10,33.13,73,4,116.24,23,Medium,44478,6
True,6,43.93,88,1,72.78,16,Medium,44479,6
True,4,48.97,76,6,136.65,44,Medium,44480,6
True,8,46.63,52,4,47.5,3,High,44481,6
True,9,48.78,59,2,97.63,97,Medium,44482,6
True,11,38.2,73,3,116.34,35,High,44483,6
True,9,30.44,90,2,49.98,27,High,44484,6
True,4,39.49,81,3,84.36,92,Medium,44485,6
True,8,41.79,74,2,67.8,9,High,44486,6
True,5,38.17,62,1,47.28,31,Low,44487,6
True,8,47.18,96,4,61.05,95,Medium,44488,6
True,6,43.52,88,4,247.09,89,High,44489,6
True,5,43.02,72,1,48.65,83,Medium,44490,6
True,6,42.52,50,3,30.49,41,Medium,44491,6
True,11,46.19,79,4,57.06,6,High,44492,6
True,14,40.41,82,3,31.86,76,High,44493,6
True,6,40.09,55,2,34.19,98,High,44494,6
True,8,46.91,55,1,62.84,32,High,44495,6
True,12,43.99,79,4,87.72,11,High,44496,6
True,5,34.52,100,3,46.04,15,High,44497,6
True,2,35.8,72,1,100.27,96,None,44498,6
True,12,30.94,64,0,55.84,24,High,44499,6
True,6,31.54,81,0,100.48,10,High,44500,6
True,7,46.1,79,2,73.81,67,Medium,44501,6
True,5,32.15,73,2,103.63,45,Medium,44502,6
True,7,38.74,54,2,45.3,4,Medium,44503,6
True,10,43.5,68,4,61.09,84,Medium,44504,6
True,6,42.75,75,1,40.37,85,Medium,44505,6
True,9,30.7,75,1,47.67,14,Medium,44506,6
True,6,34.64,84,3,218.53,42,High,44507,6
True,6,37.4,66,3,35.59,42,High,44508,6
True,9,48.79,59,1,51.36,41,Medium,44509,6
True,7,35.13,92,1,40.25,5,High,44510,6
True,11,33.83,63,3,90.87,83,High,44511,6
True,5,36.67,99,3,170.4,47,High,44512,6
True,6,37.7,73,6,78.62,46,Medium,44513,6
True,10,38.99,64,4,39.35,24,High,44514,6
True,6,47.87,55,5,81.68,61,High,44515,6
True,10,31.69,79,4,68.94,81,High,44516,6
True,7,38.86,100,3,108.22,88,Medium,44517,6
True,7,38.12,53,3,46.66,29,High,44518,6
True,7,39.39,87,6,87.98,28,Medium,44519,6
True,8,40.57,68,4,32.75,13,High,44520,6
True,11,46.62,78,3,177.99,76,High,44521,6
True,9,30.22,82,2,91.79,40,Medium,44522,6
True,9,47.0,98,3,107.93,68,High,44523,6
